"2855","21195E12EFEE1EAE33737F719FCF7C14FE9631DB","0000-00-00",345,66471654806,2047145366,3152168103,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\vcredist_x64.exe",15298360,15298360,15085300,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\Windows6.1-KB2670838-x64.msu",11840839,11840839,11838241,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\UplayInstaller.exe",99454192,99454192,99133752,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Apr2005_d3dx9_25_x64.cab",1347354,1347354,1345055,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Apr2005_d3dx9_25_x86.cab",1078962,1078962,1074298,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Apr2006_d3dx9_30_x64.cab",1397830,1397830,1395632,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Apr2006_d3dx9_30_x86.cab",1115221,1115221,1110854,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Apr2006_MDX1_x86.cab",916430,916430,910566,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Apr2006_MDX1_x86_Archive.cab",4162630,4162630,4161695,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Apr2006_XACT_x64.cab",179133,179133,177107,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Apr2006_XACT_x86.cab",133103,133103,131040,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Apr2006_xinput_x64.cab",87101,87101,85126,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Apr2006_xinput_x86.cab",46010,46010,43969,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\APR2007_d3dx10_33_x64.cab",698612,698612,696617,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\APR2007_d3dx10_33_x86.cab",695865,695865,693738,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\APR2007_d3dx9_33_x64.cab",1607358,1607358,1604824,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\APR2007_d3dx9_33_x86.cab",1606039,1606039,1601400,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\APR2007_XACT_x64.cab",195766,195766,193759,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\APR2007_XACT_x86.cab",151225,151225,149211,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\APR2007_xinput_x64.cab",96817,96817,94772,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\APR2007_xinput_x86.cab",53302,53302,51294,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2005_d3dx9_27_x64.cab",1350542,1350542,1348512,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2005_d3dx9_27_x86.cab",1077644,1077644,1073323,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\AUG2006_XACT_x64.cab",182903,182903,180880,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\AUG2006_XACT_x86.cab",137235,137235,135174,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\AUG2006_xinput_x64.cab",87142,87142,85138,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\AUG2006_xinput_x86.cab",46058,46058,44033,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\AUG2007_d3dx10_35_x64.cab",852286,852286,850068,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\AUG2007_d3dx10_35_x86.cab",796867,796867,794376,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\AUG2007_d3dx9_35_x64.cab",1800160,1800160,1798017,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\AUG2007_d3dx9_35_x86.cab",1708152,1708152,1703474,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\AUG2007_XACT_x64.cab",198096,198096,196083,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\AUG2007_XACT_x86.cab",153012,153012,151009,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2008_d3dx10_39_x64.cab",867612,867612,864964,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2008_d3dx10_39_x86.cab",849167,849167,846546,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2008_d3dx9_39_x64.cab",1794084,1794084,1791229,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2008_d3dx9_39_x86.cab",1464672,1464672,1462273,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2008_XACT_x64.cab",121772,121772,119723,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2008_XACT_x86.cab",92996,92996,90958,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2008_XAudio_x64.cab",271412,271412,269401,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2008_XAudio_x86.cab",271038,271038,268867,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2009_D3DCompiler_42_x64.cab",919044,919044,912244,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2009_D3DCompiler_42_x86.cab",900598,900598,895304,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2009_d3dcsx_42_x64.cab",3112111,3112111,3110912,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2009_d3dcsx_42_x86.cab",3319740,3319740,3316464,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2009_d3dx10_42_x64.cab",232635,232635,230634,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2009_d3dx10_42_x86.cab",192131,192131,190066,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2009_d3dx11_42_x64.cab",136301,136301,134226,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2009_d3dx11_42_x86.cab",105044,105044,102908,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2009_d3dx9_42_x64.cab",930116,930116,927457,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2009_d3dx9_42_x86.cab",728456,728456,725571,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2009_XACT_x64.cab",122408,122408,120361,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2009_XACT_x86.cab",93106,93106,91071,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2009_XAudio_x64.cab",273264,273264,271259,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Aug2009_XAudio_x86.cab",272642,272642,270500,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Dec2005_d3dx9_28_x64.cab",1357976,1357976,1355625,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\Dec2005_d3dx9_28_x86.cab",1079456,1079456,1075157,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\DEC2006_d3dx10_00_x64.cab",212807,212807,210834,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\DEC2006_d3dx10_00_x86.cab",191720,191720,189654,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\DEC2006_d3dx9_32_x64.cab",1571154,1571154,1568880,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\DEC2006_d3dx9_32_x86.cab",1574376,1574376,1570056,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\DEC2006_XACT_x64.cab",192475,192475,190484,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\DEC2006_XACT_x86.cab",145599,145599,143575,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\DSETUP.dll",95576,95576,49626,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\dsetup32.dll",1566040,1566040,134724,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\dxdllreg_x86.cab",44624,44624,42614,1
"21195E12EFEE1EAE33737F719FCF7C14FE9631DB","Support\Software\DirectX\DXSETUP.exe",517976,517976,114979,1
