Total number of files  : 96
Total number of chunks : 5
Total size of Files    :      45974849752 Bytes | 42,817 GB
Total size of Slices   :       3025176792 Bytes | 2,817 GB
Total size Downloaded  :        631252559 Bytes | 602,009 MB

Compression Method      : Zstd
Version                 : 3
GameVersion             : 
Is Require Patch        : False
Is file compressed      : True
Chunk Version           : 0
Legacy Installer        : 


================================================Chunks================================================

Chunk ID: 1, Chunk Type: Required, Chunk UplayID: 0, Chunk Disc: , Chunk Language: , Chunk Tags: 
		SHA1			 |     		 Slice SHA1		    |  FileSize  |Slice Size| DownSize | FileName
FA14A97B8397A9D6EDC6D08B1F5A9D393B115D19 | 1008BED66A258E02174F72EF49453D6A46716D7A |     119320 |   119320 |    56182 | amd_ags_x64.dll
D6BB82A9AFE4C1BC1C8C62C1F4ABDD7B86C7764A | BACB0A13614ABD7E192CE669B05FF1B602BBD66D |         27 |       27 |       36 | BattlEye\BEClient_x64.cfg
67BA9BC0E0CDB4C5EE7726FC1357812B48F8202C | 3396C1784C68C54B7E9014AC2BD88F3D0D9A0B56 |    6111496 |  3145728 |  3123909 | BattlEye\BEClient_x64.dll
89EAB4EB532D59B910649B63AEE0E23A1DCA0424 | B0D149D5737250E131469970DF6584EB6D165702 |    6111496 |  2965768 |  2521127 | BattlEye\BEClient_x64.dll
3D56C40912ABF26E7CBA56E3D05857C3D09F417C | C24D2E6C85FA2A818B8DAD561365C306276D3D5E |        123 |      123 |      124 | BattlEye\BELauncher.ini
4422F183EC06E29EFD7DDADB932439EF177CC641 | A2A2A702C55BE2FDDEF89537D79303D6A07F93CD |   15044872 |  3145728 |  2737040 | BattlEye\BEService_x64.exe
95FD4F31138811353B0C97F5F1FF45CEBC999908 | BE63D88D227DDFAC76F175BF980CFC519462C2FA |   15044872 |  3145728 |  3143473 | BattlEye\BEService_x64.exe
5790522C9D89AF9A2774DA97FF3A0694A37F1B9B | 76EC68E09916A7A1E5CFD31FE2B8633C86CAF30C |   15044872 |  3145728 |  3145812 | BattlEye\BEService_x64.exe
651DC421263074375529B79708928067179823E5 | 17DAFA533F11AC8C161BD9BE7DEC9839F957BA37 |   15044872 |  3145728 |  3145812 | BattlEye\BEService_x64.exe
75FE8392F4A9939A10F41C172FBC0FB73CE2D3F9 | 46D020DFAB445C608D8DB36FE4FACD04AA49CA94 |   15044872 |  2461960 |  1967934 | BattlEye\BEService_x64.exe
1FB8A10CE79EF569E0FB54A709F1B5B0508D3DF8 | 66145946C537F2BB20857F4C0BB88E8AFB074B74 |       1128 |     1128 |      706 | BattlEye\Licenses.txt
746A587C0D9B1F024FCF9F221689707D63ED6C92 | 380C6C5B22A8893A7BCB8C3D57DB1BB0F85F4624 |       1545 |     1545 |      815 | BattlEye\Privacy\cs.txt
CC481A8783B8AE6E619352018D5AA07B80785BDE | C961AB10463220D4797FB6FAA06AB507FEA3F96D |       1445 |     1445 |      738 | BattlEye\Privacy\de.txt
46D580B6ABB5C280AC2EBA7555C35B9086132ADB | 92C4119923A7055DF3A5C9DEC1A8AA1DF98B4D68 |       1302 |     1302 |      631 | BattlEye\Privacy\en.txt
79C03F4C1F779AF69C3BA71315F2527CBE2F2449 | DC857995C6E42570E511A6FE2DC4BCB1DAFDB151 |       1532 |     1532 |      724 | BattlEye\Privacy\es.txt
6DE62B9E3D4C06242E0495D971DD254D6BDD0F03 | DCAD0E7B3F1C86D03F7164EEE74A8BF9D3E52A7B |       1540 |     1540 |      726 | BattlEye\Privacy\es-MX.txt
906F14A11CC9104FA06ABBB1734F609C25BA41A1 | 7CBCDD9F988E63B80304E3DDBEC532A58829B1A9 |       1677 |     1677 |      807 | BattlEye\Privacy\fr.txt
9823C06739E03EF62D078BA5A2D2497795BE3E10 | 9417EF5A7F1D8DCBCB01FA3203EA6CCA90B87E30 |       1376 |     1376 |      661 | BattlEye\Privacy\it.txt
FDA8F46F1AFA0BD7E52CFA41389E5E2358762839 | 95F266FF1D2B68DFDB71F20381C7CE81118B9DE0 |       1601 |     1601 |      795 | BattlEye\Privacy\ja.txt
9CD9077F6416291CE90F64D33D292DF54C7A2223 | 4733F8470F1537B2390387D3D3F31A75B31DB5D6 |       1407 |     1407 |      761 | BattlEye\Privacy\ko.txt
5487604A557254A6ED2507E266D7CD15D1AECBFD | 47AEE68472044CF744C10232E1B422446297CFCD |       1394 |     1394 |      676 | BattlEye\Privacy\nl.txt
F34DD1DDA5FFEBC5990D6190247FE105C1E4BF37 | 92255BCB21DF5CBEAA234A3525FEAF9D63BAB4A6 |       1610 |     1610 |      835 | BattlEye\Privacy\pl.txt
76CC700FD59A6B0FBE9AC73B58B2963EEF3078C3 | 380B75EB0AEA717442CDE6738E7520C05207F628 |       1512 |     1512 |      726 | BattlEye\Privacy\pt.txt
CD698589E67AF59294C8E198FAD39534920BA93F | 39A5167B9591E43B7C697348C80574CB4D76A4A7 |       2012 |     2012 |      839 | BattlEye\Privacy\ru.txt
31AB8E92D8B199262F2475EB4BEA5F819BC33AB2 | 9ADBA1A0D7B51440B0BE03415BD1299D063FD1D8 |       1376 |     1376 |      681 | BattlEye\Privacy\tr.txt
0CF7284EDF999BC69EBB7C62627E45037C54BB5D | 19353B154B2627A70C7DFCC66E3765E8F160472D |       1052 |     1052 |      649 | BattlEye\Privacy\zh.txt
735A57886036079EC29E2CD1C98112604F25C87F | F159ADAD32179D1748414E3A16EB64E115B59308 |       1067 |     1067 |      660 | BattlEye\Privacy\zh-TW.txt
31EB7E904FE7F56402AC829FA19C822E90B8C1D7 | 5BFCCC949F382B4EC294514A11E8DACE31D796AC |       3192 |     3192 |     1455 | BattlEye\Text\cs.ini
47B2DAF22A27514E0CF6D3CCE46AF035A39C67B2 | 0B844A456A2942622B8FBC2CD44C2C79B769540A |       3283 |     3283 |     1418 | BattlEye\Text\de.ini
9F36FC633FD7DBAD4B7C2EFF1B92407F1AA3ECC9 | 7816A2A8270E291AB0F4EBF3F96A0947D417A361 |       2748 |     2748 |     1172 | BattlEye\Text\en.ini
9928B89185392131DCC49290920C129B5E5A5C99 | E73A1D48AC465C11258DACE757176AE63C868E64 |       3137 |     3137 |     1339 | BattlEye\Text\es.ini
97BA39AA33D827F3E27274011C522A6F82FB190F | 7F22376581ECDFAB3ECBEC098035BD79637002B1 |       3246 |     3246 |     1408 | BattlEye\Text\fr.ini
5D2063F8AF916818144BC9C1CB39A87ACFEBE95F | F18F4F2F78545C3A23ECE67063C18E1A7AFE4F1C |       3024 |     3024 |     1302 | BattlEye\Text\it.ini
12BF5B5FA04F26CE5335083780CDFFDF9E3FDFD9 | 1FD2AFD5054D1B36E76CA062953695A93AB13976 |       4125 |     4125 |     1552 | BattlEye\Text\ja.ini
97E365428E2EAF761B4955A19E8A4ACD8B35C80E | 1C8DC8DEF8426C09145CC19596E86353703C10B6 |       3362 |     3362 |     1431 | BattlEye\Text\ko.ini
A146EB6E950B361039D673E52CDC2406C3688397 | 63B63D15CB4748249A9B139D24C4D9C3B607F03B |       3004 |     3004 |     1309 | BattlEye\Text\nl.ini
F0CE70EB614867D67705895485358B211D958F16 | 1A32E8BC1367D9139E881DA77469FC85E3868165 |       3165 |     3165 |     1436 | BattlEye\Text\pl.ini
